# AEGIS V2 Universe Manifest — 2026-04-04 — Source: config/contracts.toml
symbol,exchange,sec_type,currency,leverage,sector
HIMX,SMART,STK,USD,1,Unknown
HIPO,SMART,STK,USD,1,Unknown
HIT,SMART,STK,USD,1,Unknown
HITI,SMART,STK,USD,1,Unknown
HIVE,SMART,STK,USD,1,Unknown
HL,SMART,STK,USD,1,Unknown
HLF,SMART,STK,USD,1,Unknown
HLIO,SMART,STK,USD,1,Unknown
HLIT,SMART,STK,USD,1,Unknown
HLLY,SMART,STK,USD,1,Unknown
HLMN,SMART,STK,USD,1,Unknown
HLNE,SMART,STK,USD,1,Unknown
HLP,SMART,STK,USD,1,Unknown
HLT,SMART,STK,USD,1,Travel
HLX,SMART,STK,USD,1,Unknown
HMN,SMART,STK,USD,1,Unknown
HNI,SMART,STK,USD,1,Unknown
HNNA,SMART,STK,USD,1,Unknown
HNNAZ,SMART,STK,USD,1,Unknown
HNRG,SMART,STK,USD,1,Unknown
HNST,SMART,STK,USD,1,Unknown
HNVR,SMART,STK,USD,1,Unknown
HOFT,SMART,STK,USD,1,Unknown
HOLX,SMART,STK,USD,1,Health_Care
HOMB,SMART,STK,USD,1,Unknown
HON,SMART,STK,USD,1,Industrial
HOOD,SMART,STK,USD,1,Finance
HOPE,SMART,STK,USD,1,Unknown
HOV,SMART,STK,USD,1,Unknown
HOVNP,SMART,STK,USD,1,Unknown
HOVR,SMART,STK,USD,1,Unknown
HP,SMART,STK,USD,1,Unknown
HPAI,SMART,STK,USD,1,Unknown
HPE,SMART,STK,USD,1,Information_Technology
HPK,SMART,STK,USD,1,Unknown
HPP,SMART,STK,USD,1,Unknown
HPQ,SMART,STK,USD,1,Information_Technology
HQI,SMART,STK,USD,1,Unknown
HQY,SMART,STK,USD,1,Unknown
HRI,SMART,STK,USD,1,Unknown
HRL,SMART,STK,USD,1,Consumer_Staples
HRMY,SMART,STK,USD,1,Unknown
HROW,SMART,STK,USD,1,Unknown
HRTG,SMART,STK,USD,1,Unknown
HRTX,SMART,STK,USD,1,Unknown
HRZN,SMART,STK,USD,1,Unknown
HSAI,SMART,STK,USD,1,Unknown
HSDT,SMART,STK,USD,1,Unknown
HSHP,SMART,STK,USD,1,Unknown
HSIC,SMART,STK,USD,1,Health_Care
HST,SMART,STK,USD,1,Real_Estate
HSTM,SMART,STK,USD,1,Unknown
HSY,SMART,STK,USD,1,Consumer_Staples
HTB,SMART,STK,USD,1,Unknown
HTBK,SMART,STK,USD,1,Unknown
HTFL,SMART,STK,USD,1,Unknown
HTH,SMART,STK,USD,1,Unknown
HTHT,SMART,STK,USD,1,Unknown
HTLD,SMART,STK,USD,1,Unknown
HTLM,SMART,STK,USD,1,Unknown
HTO,SMART,STK,USD,1,Unknown
HTZ,SMART,STK,USD,1,Unknown
HTZWW,SMART,STK,USD,1,Unknown
HUBB,SMART,STK,USD,1,Industrials
HUBG,SMART,STK,USD,1,Unknown
HUHU,SMART,STK,USD,1,Unknown
HUM,SMART,STK,USD,1,Health_Care
HUMA,SMART,STK,USD,1,Unknown
HURA,SMART,STK,USD,1,Unknown
HURC,SMART,STK,USD,1,Unknown
HURN,SMART,STK,USD,1,Unknown
HUT,SMART,STK,USD,1,Unknown
HVT,SMART,STK,USD,1,Unknown
HWBK,SMART,STK,USD,1,Unknown
HWC,SMART,STK,USD,1,Unknown
HWCPZ,SMART,STK,USD,1,Unknown
HWKN,SMART,STK,USD,1,Unknown
HWM,SMART,STK,USD,1,Industrials
HY,SMART,STK,USD,1,Unknown
HYLN,SMART,STK,USD,1,Unknown
HYMC,SMART,STK,USD,1,Unknown
HYNE,SMART,STK,USD,1,Unknown
HYPR,SMART,STK,USD,1,Unknown
HZO,SMART,STK,USD,1,Unknown
IAC,SMART,STK,USD,1,Unknown
IART,SMART,STK,USD,1,Unknown
IBCP,SMART,STK,USD,1,Unknown
IBEX,SMART,STK,USD,1,Unknown
IBIO,SMART,STK,USD,1,Unknown
IBKR,SMART,STK,USD,1,Financials
IBM,SMART,STK,USD,1,Technology
IBOC,SMART,STK,USD,1,Unknown
IBP,SMART,STK,USD,1,Unknown
IBRX,SMART,STK,USD,1,Unknown
IBTA,SMART,STK,USD,1,Unknown
ICE,SMART,STK,USD,1,Financials
ICFI,SMART,STK,USD,1,Unknown
ICG,SMART,STK,USD,1,Unknown
ICHR,SMART,STK,USD,1,Unknown
ICLR,SMART,STK,USD,1,Unknown
ICUI,SMART,STK,USD,1,Unknown
IDCC,SMART,STK,USD,1,Unknown
IDN,SMART,STK,USD,1,Unknown
IDR,SMART,STK,USD,1,Unknown
IDT,SMART,STK,USD,1,Unknown
IDXX,SMART,STK,USD,1,Health_Care
IDYA,SMART,STK,USD,1,Unknown
IE,SMART,STK,USD,1,Unknown
IEP,SMART,STK,USD,1,Unknown
IESC,SMART,STK,USD,1,Unknown
IEX,SMART,STK,USD,1,Industrials
IFC.TO,SMART,STK,USD,1,Unknown
IFF,SMART,STK,USD,1,Materials
IGIC,SMART,STK,USD,1,Unknown
IHRT,SMART,STK,USD,1,Unknown
III,SMART,STK,USD,1,Unknown
IIIN,SMART,STK,USD,1,Unknown
IIIV,SMART,STK,USD,1,Unknown
IIPR,SMART,STK,USD,1,Unknown
IKT,SMART,STK,USD,1,Unknown
ILMN,SMART,STK,USD,1,Unknown
ILPT,SMART,STK,USD,1,Unknown
IMAX,SMART,STK,USD,1,Unknown
IMCR,SMART,STK,USD,1,Unknown
IMDX,SMART,STK,USD,1,Unknown
IMKTA,SMART,STK,USD,1,Unknown
IMMR,SMART,STK,USD,1,Unknown
IMMX,SMART,STK,USD,1,Unknown
IMNM,SMART,STK,USD,1,Unknown
IMO.TO,SMART,STK,USD,1,Unknown
IMOS,SMART,STK,USD,1,Unknown
IMPP,SMART,STK,USD,1,Unknown
IMPPP,SMART,STK,USD,1,Unknown
IMRX,SMART,STK,USD,1,Unknown
IMSR,SMART,STK,USD,1,Unknown
IMTX,SMART,STK,USD,1,Unknown
IMUX,SMART,STK,USD,1,Unknown
IMVT,SMART,STK,USD,1,Unknown
IMXI,SMART,STK,USD,1,Unknown
INBK,SMART,STK,USD,1,Unknown
INBKZ,SMART,STK,USD,1,Unknown
INBX,SMART,STK,USD,1,Unknown
INCY,SMART,STK,USD,1,Health_Care
INDB,SMART,STK,USD,1,Unknown
INDI,SMART,STK,USD,1,Unknown
INDV,SMART,STK,USD,1,Unknown
INGN,SMART,STK,USD,1,Unknown
INKT,SMART,STK,USD,1,Unknown
INMB,SMART,STK,USD,1,Unknown
INMD,SMART,STK,USD,1,Unknown
INN,SMART,STK,USD,1,Unknown
INNV,SMART,STK,USD,1,Unknown
INO,SMART,STK,USD,1,Unknown
INOD,SMART,STK,USD,1,Unknown
INR,SMART,STK,USD,1,Unknown
INSE,SMART,STK,USD,1,Unknown
INSG,SMART,STK,USD,1,Unknown
INSM,SMART,STK,USD,1,Health_Care
INSW,SMART,STK,USD,1,Unknown
INTA,SMART,STK,USD,1,Unknown
INTC,SMART,STK,USD,1,Semiconductors
INTG,SMART,STK,USD,1,Unknown
INTR,SMART,STK,USD,1,Unknown
INTU,SMART,STK,USD,1,Technology
INV,SMART,STK,USD,1,Unknown
INVA,SMART,STK,USD,1,Unknown
INVE,SMART,STK,USD,1,Unknown
INVH,SMART,STK,USD,1,Real_Estate
INVX,SMART,STK,USD,1,Unknown
INVZ,SMART,STK,USD,1,Unknown
IONQ,SMART,STK,USD,1,Unknown
IONR,SMART,STK,USD,1,Unknown
IONS,SMART,STK,USD,1,Unknown
IOSP,SMART,STK,USD,1,Unknown
IOVA,SMART,STK,USD,1,Unknown
IP,SMART,STK,USD,1,Materials
IPAR,SMART,STK,USD,1,Unknown
IPGP,SMART,STK,USD,1,Unknown
IPHA,SMART,STK,USD,1,Unknown
IPI,SMART,STK,USD,1,Unknown
IPSC,SMART,STK,USD,1,Unknown
IPX,SMART,STK,USD,1,Unknown
IQ,SMART,STK,USD,1,Unknown
IQV,SMART,STK,USD,1,Health_Care
IR,SMART,STK,USD,1,Industrials
IRD,SMART,STK,USD,1,Unknown
IRDM,SMART,STK,USD,1,Unknown
IREN,SMART,STK,USD,1,Unknown
IRM,SMART,STK,USD,1,Real_Estate
IRMD,SMART,STK,USD,1,Unknown
IRON,SMART,STK,USD,1,Unknown
IRT,SMART,STK,USD,1,Unknown
IRTC,SMART,STK,USD,1,Unknown
IRWD,SMART,STK,USD,1,Unknown
ISBA,SMART,STK,USD,1,Unknown
ISPR,SMART,STK,USD,1,Unknown
ISRG,SMART,STK,USD,1,Healthcare
ISSC,SMART,STK,USD,1,Unknown
ISTR,SMART,STK,USD,1,Unknown
IT,SMART,STK,USD,1,Information_Technology
ITGR,SMART,STK,USD,1,Unknown
ITIC,SMART,STK,USD,1,Unknown
ITRI,SMART,STK,USD,1,Unknown
ITRN,SMART,STK,USD,1,Unknown
ITW,SMART,STK,USD,1,Industrials
IVA,SMART,STK,USD,1,Unknown
IVR,SMART,STK,USD,1,Unknown
IVT,SMART,STK,USD,1,Unknown
IVVD,SMART,STK,USD,1,Unknown
IVZ,SMART,STK,USD,1,Financials
IWM,SMART,STK,USD,1,ETF_SmallCap
J,SMART,STK,USD,1,Industrials
JACK,SMART,STK,USD,1,Unknown
JAKK,SMART,STK,USD,1,Unknown
JANX,SMART,STK,USD,1,Unknown
JAZZ,SMART,STK,USD,1,Unknown
JBGS,SMART,STK,USD,1,Unknown
JBHT,SMART,STK,USD,1,Industrials
JBI,SMART,STK,USD,1,Unknown
JBIO,SMART,STK,USD,1,Unknown
JBL,SMART,STK,USD,1,Information_Technology
JBLU,SMART,STK,USD,1,Unknown
JBSS,SMART,STK,USD,1,Unknown
JBTM,SMART,STK,USD,1,Unknown
JCAP,SMART,STK,USD,1,Unknown
JCI,SMART,STK,USD,1,Industrials
JD,SMART,STK,USD,1,Unknown
JELD,SMART,STK,USD,1,Unknown
JFB,SMART,STK,USD,1,Unknown
JFIN,SMART,STK,USD,1,Unknown
JILL,SMART,STK,USD,1,Unknown
JJSF,SMART,STK,USD,1,Unknown
JKHY,SMART,STK,USD,1,Financials
JLHL,SMART,STK,USD,1,Unknown
JMSB,SMART,STK,USD,1,Unknown
JNJ,SMART,STK,USD,1,Healthcare
JOBY,SMART,STK,USD,1,Unknown
JOE,SMART,STK,USD,1,Unknown
JOUT,SMART,STK,USD,1,Unknown
JOYY,SMART,STK,USD,1,Unknown
JPM,SMART,STK,USD,1,Finance
JRVR,SMART,STK,USD,1,Unknown
JSM,SMART,STK,USD,1,Unknown
JXN,SMART,STK,USD,1,Unknown
JYNT,SMART,STK,USD,1,Unknown
K.TO,SMART,STK,USD,1,Unknown
KAI,SMART,STK,USD,1,Unknown
KALA,SMART,STK,USD,1,Unknown
KALU,SMART,STK,USD,1,Unknown
KALV,SMART,STK,USD,1,Unknown
KARO,SMART,STK,USD,1,Unknown
KBH,SMART,STK,USD,1,Unknown
KC,SMART,STK,USD,1,Unknown
KDK,SMART,STK,USD,1,Unknown
KDKRW,SMART,STK,USD,1,Unknown
KDP,SMART,STK,USD,1,Consumer_Staples
KE,SMART,STK,USD,1,Unknown
KELYA,SMART,STK,USD,1,Unknown
KELYB,SMART,STK,USD,1,Unknown
KEQU,SMART,STK,USD,1,Unknown
KEY,SMART,STK,USD,1,Financials
KEYS,SMART,STK,USD,1,Information_Technology
KFRC,SMART,STK,USD,1,Unknown
KFS,SMART,STK,USD,1,Unknown
KFY,SMART,STK,USD,1,Unknown
KG,SMART,STK,USD,1,Unknown
KGEI,SMART,STK,USD,1,Unknown
KGS,SMART,STK,USD,1,Unknown
KHC,SMART,STK,USD,1,Consumer_Staples
KIDS,SMART,STK,USD,1,Unknown
KIM,SMART,STK,USD,1,Real_Estate
KINS,SMART,STK,USD,1,Unknown
KKR,SMART,STK,USD,1,Financials
KLAC,SMART,STK,USD,1,Semiconductors
KLC,SMART,STK,USD,1,Unknown
KLIC,SMART,STK,USD,1,Unknown
KLRS,SMART,STK,USD,1,Unknown
KLTR,SMART,STK,USD,1,Unknown
KMB,SMART,STK,USD,1,Consumer_Staples
KMDA,SMART,STK,USD,1,Unknown
KMI,SMART,STK,USD,1,Energy
KMT,SMART,STK,USD,1,Unknown
KMTS,SMART,STK,USD,1,Unknown
KN,SMART,STK,USD,1,Unknown
KNDI,SMART,STK,USD,1,Unknown
KNF,SMART,STK,USD,1,Unknown
KNSA,SMART,STK,USD,1,Unknown
KNTK,SMART,STK,USD,1,Unknown
KO,SMART,STK,USD,1,Consumer
KOD,SMART,STK,USD,1,Unknown
KODK,SMART,STK,USD,1,Unknown
KOP,SMART,STK,USD,1,Unknown
KOPN,SMART,STK,USD,1,Unknown
KOS,SMART,STK,USD,1,Unknown
KPTI,SMART,STK,USD,1,Unknown
KR,SMART,STK,USD,1,Consumer_Staples
KREF,SMART,STK,USD,1,Unknown
KRG,SMART,STK,USD,1,Unknown
KRKR,SMART,STK,USD,1,Unknown
KRMD,SMART,STK,USD,1,Unknown
KRNT,SMART,STK,USD,1,Unknown
KRNY,SMART,STK,USD,1,Unknown
KRO,SMART,STK,USD,1,Unknown
KROS,SMART,STK,USD,1,Unknown
KRRO,SMART,STK,USD,1,Unknown
KRT,SMART,STK,USD,1,Unknown
KRUS,SMART,STK,USD,1,Unknown
KRYS,SMART,STK,USD,1,Unknown
KSPI,SMART,STK,USD,1,Unknown
KSS,SMART,STK,USD,1,Unknown
KTB,SMART,STK,USD,1,Unknown
KTOS,SMART,STK,USD,1,Unknown
KTWO,SMART,STK,USD,1,Unknown
KULR,SMART,STK,USD,1,Unknown
KURA,SMART,STK,USD,1,Unknown
KVHI,SMART,STK,USD,1,Unknown
KVUE,SMART,STK,USD,1,Consumer_Staples
KW,SMART,STK,USD,1,Unknown
KWR,SMART,STK,USD,1,Unknown
KYIV,SMART,STK,USD,1,Unknown
KYIVW,SMART,STK,USD,1,Unknown
KYMR,SMART,STK,USD,1,Unknown
KYTX,SMART,STK,USD,1,Unknown
KZIA,SMART,STK,USD,1,Unknown
L,SMART,STK,USD,1,Financials
L.TO,SMART,STK,USD,1,Unknown
LAB,SMART,STK,USD,1,Unknown
LADR,SMART,STK,USD,1,Unknown
LAES,SMART,STK,USD,1,Unknown
LAKE,SMART,STK,USD,1,Unknown
LAMR,SMART,STK,USD,1,Unknown
LAND,SMART,STK,USD,1,Unknown
LANDO,SMART,STK,USD,1,Unknown
LANDP,SMART,STK,USD,1,Unknown
LARK,SMART,STK,USD,1,Unknown
LASR,SMART,STK,USD,1,Unknown
LAUR,SMART,STK,USD,1,Unknown
LAW,SMART,STK,USD,1,Unknown
LBRDA,SMART,STK,USD,1,Unknown
LBRDK,SMART,STK,USD,1,Unknown
LBRDP,SMART,STK,USD,1,Unknown
LBRT,SMART,STK,USD,1,Unknown
LBRX,SMART,STK,USD,1,Unknown
LBTYA,SMART,STK,USD,1,Unknown
LBTYB,SMART,STK,USD,1,Unknown
LBTYK,SMART,STK,USD,1,Unknown
LC,SMART,STK,USD,1,Unknown
LCID,SMART,STK,USD,1,Automotive
LCII,SMART,STK,USD,1,Unknown
LCNB,SMART,STK,USD,1,Unknown
LCUT,SMART,STK,USD,1,Unknown
LDI,SMART,STK,USD,1,Unknown
LDOS,SMART,STK,USD,1,Industrials
LE,SMART,STK,USD,1,Unknown
LECO,SMART,STK,USD,1,Unknown
LEE,SMART,STK,USD,1,Unknown
LEG,SMART,STK,USD,1,Unknown
LEGH,SMART,STK,USD,1,Unknown
LEGN,SMART,STK,USD,1,Unknown
LEN,SMART,STK,USD,1,Consumer_Discretionary
LENZ,SMART,STK,USD,1,Unknown
LEU,SMART,STK,USD,1,Unknown
LFCR,SMART,STK,USD,1,Unknown
LFMD,SMART,STK,USD,1,Unknown
LFMDP,SMART,STK,USD,1,Unknown
LFST,SMART,STK,USD,1,Unknown
LFT,SMART,STK,USD,1,Unknown
LFUS,SMART,STK,USD,1,Unknown
LFVN,SMART,STK,USD,1,Unknown
LGIH,SMART,STK,USD,1,Unknown
LGN,SMART,STK,USD,1,Unknown
LGND,SMART,STK,USD,1,Unknown
LGO,SMART,STK,USD,1,Unknown
LH,SMART,STK,USD,1,Health_Care
LHX,SMART,STK,USD,1,Industrials
LI,SMART,STK,USD,1,Automotive
LIEN,SMART,STK,USD,1,Unknown
LIF,SMART,STK,USD,1,Unknown
LIFE,SMART,STK,USD,1,Unknown
LII,SMART,STK,USD,1,Industrials
LILA,SMART,STK,USD,1,Unknown
LILAK,SMART,STK,USD,1,Unknown
LINC,SMART,STK,USD,1,Unknown
LIND,SMART,STK,USD,1,Unknown
LINE,SMART,STK,USD,1,Unknown
LION,SMART,STK,USD,1,Unknown
LITE,SMART,STK,USD,1,Unknown
LIVN,SMART,STK,USD,1,Unknown
LKFN,SMART,STK,USD,1,Unknown
LKQ,SMART,STK,USD,1,Unknown
LLY,SMART,STK,USD,1,Healthcare
LLYVA,SMART,STK,USD,1,Unknown
LLYVK,SMART,STK,USD,1,Unknown
LMAT,SMART,STK,USD,1,Unknown
LMB,SMART,STK,USD,1,Unknown
LMND,SMART,STK,USD,1,Unknown
LMNR,SMART,STK,USD,1,Unknown
LMRI,SMART,STK,USD,1,Unknown
LMT,SMART,STK,USD,1,Aerospace
LNKB,SMART,STK,USD,1,Unknown
LNN,SMART,STK,USD,1,Unknown
LNSR,SMART,STK,USD,1,Unknown
LNT,SMART,STK,USD,1,Utilities
LNTH,SMART,STK,USD,1,Unknown
LNZA,SMART,STK,USD,1,Unknown
LOB,SMART,STK,USD,1,Unknown
LOCO,SMART,STK,USD,1,Unknown
LOGI,SMART,STK,USD,1,Unknown
LOGN.SW,SMART,STK,USD,1,Unknown
LONN.SW,SMART,STK,USD,1,Unknown
LOPE,SMART,STK,USD,1,Unknown
LOT,SMART,STK,USD,1,Unknown
LOVE,SMART,STK,USD,1,Unknown
LOW,SMART,STK,USD,1,Retail
LPG,SMART,STK,USD,1,Unknown
LPLA,SMART,STK,USD,1,Unknown
LPRO,SMART,STK,USD,1,Unknown
LPTH,SMART,STK,USD,1,Unknown
LQDA,SMART,STK,USD,1,Unknown
LQDT,SMART,STK,USD,1,Unknown
LRCX,SMART,STK,USD,1,Semiconductors
LRMR,SMART,STK,USD,1,Unknown
LRN,SMART,STK,USD,1,Unknown
LSAK,SMART,STK,USD,1,Unknown
LSBK,SMART,STK,USD,1,Unknown
LSCC,SMART,STK,USD,1,Unknown
LSE,SMART,STK,USD,1,Unknown
LSTR,SMART,STK,USD,1,Unknown
LTBR,SMART,STK,USD,1,Unknown
LTC,SMART,STK,USD,1,Unknown
LTH,SMART,STK,USD,1,Unknown
LTRX,SMART,STK,USD,1,Unknown
LUCD,SMART,STK,USD,1,Unknown
LULU,SMART,STK,USD,1,Consumer_Discretionary
LUMN,SMART,STK,USD,1,Unknown
LUN.TO,SMART,STK,USD,1,Unknown
LUNG,SMART,STK,USD,1,Unknown
LUNR,SMART,STK,USD,1,Unknown
LUV,SMART,STK,USD,1,Industrials
LVS,SMART,STK,USD,1,Consumer_Discretionary
LVWR,SMART,STK,USD,1,Unknown
LW,SMART,STK,USD,1,Consumer_Staples
LWAY,SMART,STK,USD,1,Unknown
LWLG,SMART,STK,USD,1,Unknown
LX,SMART,STK,USD,1,Unknown
LXEO,SMART,STK,USD,1,Unknown
LXFR,SMART,STK,USD,1,Unknown
LXP,SMART,STK,USD,1,Unknown
LXRX,SMART,STK,USD,1,Unknown
LXU,SMART,STK,USD,1,Unknown
LYB,SMART,STK,USD,1,Materials
LYEL,SMART,STK,USD,1,Unknown
LYFT,SMART,STK,USD,1,Technology
LYTS,SMART,STK,USD,1,Unknown
LYV,SMART,STK,USD,1,Communication_Services
LZ,SMART,STK,USD,1,Unknown
LZB,SMART,STK,USD,1,Unknown
LZM,SMART,STK,USD,1,Unknown
LZMH,SMART,STK,USD,1,Unknown
MA,SMART,STK,USD,1,Finance
MAA,SMART,STK,USD,1,Real_Estate
MAAS,SMART,STK,USD,1,Unknown
MAC,SMART,STK,USD,1,Unknown
MAGN,SMART,STK,USD,1,Unknown
MAMA,SMART,STK,USD,1,Unknown
MANH,SMART,STK,USD,1,Unknown
MAPS,SMART,STK,USD,1,Unknown
MAR,SMART,STK,USD,1,Travel
MARA,SMART,STK,USD,1,Mining
MAS,SMART,STK,USD,1,Industrials
MASI,SMART,STK,USD,1,Unknown
MASS,SMART,STK,USD,1,Unknown
MAT,SMART,STK,USD,1,Unknown
MATV,SMART,STK,USD,1,Unknown
MATW,SMART,STK,USD,1,Unknown
MATX,SMART,STK,USD,1,Unknown
MAX,SMART,STK,USD,1,Unknown
MAYS,SMART,STK,USD,1,Unknown
MAZE,SMART,STK,USD,1,Unknown
MB,SMART,STK,USD,1,Unknown
MBC,SMART,STK,USD,1,Unknown
MBI,SMART,STK,USD,1,Unknown
MBIN,SMART,STK,USD,1,Unknown
MBINL,SMART,STK,USD,1,Unknown
MBINM,SMART,STK,USD,1,Unknown
MBINN,SMART,STK,USD,1,Unknown
MBLY,SMART,STK,USD,1,Unknown
MBOT,SMART,STK,USD,1,Unknown
MBUU,SMART,STK,USD,1,Unknown
MBWM,SMART,STK,USD,1,Unknown
MBX,SMART,STK,USD,1,Unknown
MCB,SMART,STK,USD,1,Unknown
MCBS,SMART,STK,USD,1,Unknown
MCD,SMART,STK,USD,1,Consumer
MCFT,SMART,STK,USD,1,Unknown
MCHB,SMART,STK,USD,1,Unknown
MCHP,SMART,STK,USD,1,Semiconductors
MCHPP,SMART,STK,USD,1,Unknown
MCK,SMART,STK,USD,1,Health_Care
MCO,SMART,STK,USD,1,Financials
MCRB,SMART,STK,USD,1,Unknown
MCRI,SMART,STK,USD,1,Unknown
MCS,SMART,STK,USD,1,Unknown
MCW,SMART,STK,USD,1,Unknown
MCY,SMART,STK,USD,1,Unknown
MD,SMART,STK,USD,1,Unknown
MDB,SMART,STK,USD,1,Technology
MDGL,SMART,STK,USD,1,Unknown
MDLN,SMART,STK,USD,1,Unknown
MDLZ,SMART,STK,USD,1,Consumer_Staples
MDT,SMART,STK,USD,1,Health_Care
MDV,SMART,STK,USD,1,Unknown
MDWD,SMART,STK,USD,1,Unknown
MDXG,SMART,STK,USD,1,Unknown
MDXH,SMART,STK,USD,1,Unknown
MEC,SMART,STK,USD,1,Unknown
MED,SMART,STK,USD,1,Unknown
MEDP,SMART,STK,USD,1,Unknown
MEG,SMART,STK,USD,1,Unknown
MEI,SMART,STK,USD,1,Unknown
MELI,SMART,STK,USD,1,Consumer_Discretionary
MENS,SMART,STK,USD,1,Unknown
MEOH,SMART,STK,USD,1,Unknown
MERC,SMART,STK,USD,1,Unknown
MESO,SMART,STK,USD,1,Unknown
MET,SMART,STK,USD,1,Financials
META,SMART,STK,USD,1,Technology
METC,SMART,STK,USD,1,Unknown
METCB,SMART,STK,USD,1,Unknown
MFA,SMART,STK,USD,1,Unknown
MFC.TO,SMART,STK,USD,1,Unknown
MFI,SMART,STK,USD,1,Unknown
MFIC,SMART,STK,USD,1,Unknown
MFICL,SMART,STK,USD,1,Unknown
MFIN,SMART,STK,USD,1,Unknown
MG,SMART,STK,USD,1,Unknown
MGA.TO,SMART,STK,USD,1,Unknown
MGEE,SMART,STK,USD,1,Unknown
MGM,SMART,STK,USD,1,Consumer_Discretionary
MGNI,SMART,STK,USD,1,Unknown
MGNX,SMART,STK,USD,1,Unknown
MGPI,SMART,STK,USD,1,Unknown
MGRC,SMART,STK,USD,1,Unknown
MGRT,SMART,STK,USD,1,Unknown
MGTX,SMART,STK,USD,1,Unknown
MGY,SMART,STK,USD,1,Unknown
MGYR,SMART,STK,USD,1,Unknown
MH,SMART,STK,USD,1,Unknown
MHO,SMART,STK,USD,1,Unknown
MIAX,SMART,STK,USD,1,Unknown
MIDD,SMART,STK,USD,1,Unknown
MIR,SMART,STK,USD,1,Unknown
MIRM,SMART,STK,USD,1,Unknown
MIST,SMART,STK,USD,1,Unknown
MITK,SMART,STK,USD,1,Unknown
MITT,SMART,STK,USD,1,Unknown
MKC,SMART,STK,USD,1,Consumer_Staples
MKSI,SMART,STK,USD,1,Unknown
MKTW,SMART,STK,USD,1,Unknown
MKTX,SMART,STK,USD,1,Unknown
MLAB,SMART,STK,USD,1,Unknown
MLCO,SMART,STK,USD,1,Unknown
MLKN,SMART,STK,USD,1,Unknown
MLM,SMART,STK,USD,1,Materials
MLP,SMART,STK,USD,1,Unknown
MLR,SMART,STK,USD,1,Unknown
MLTX,SMART,STK,USD,1,Unknown
MLYS,SMART,STK,USD,1,Unknown
MMED,SMART,STK,USD,1,Unknown
MMI,SMART,STK,USD,1,Unknown
MMLP,SMART,STK,USD,1,Unknown
MMM,SMART,STK,USD,1,Industrials
MMS,SMART,STK,USD,1,Unknown
MMSI,SMART,STK,USD,1,Unknown
MMYT,SMART,STK,USD,1,Unknown
MNDY,SMART,STK,USD,1,Unknown
MNKD,SMART,STK,USD,1,Unknown
MNPR,SMART,STK,USD,1,Unknown
MNRO,SMART,STK,USD,1,Unknown
MNSB,SMART,STK,USD,1,Unknown
MNSBP,SMART,STK,USD,1,Unknown
MNST,SMART,STK,USD,1,Consumer_Staples
MNTK,SMART,STK,USD,1,Unknown
MO,SMART,STK,USD,1,Consumer_Staples
MOD,SMART,STK,USD,1,Unknown
MOH,SMART,STK,USD,1,Health_Care
MOLN,SMART,STK,USD,1,Unknown
MOMO,SMART,STK,USD,1,Unknown
MORN,SMART,STK,USD,1,Unknown
MOS,SMART,STK,USD,1,Materials
MOV,SMART,STK,USD,1,Unknown
MPAA,SMART,STK,USD,1,Unknown
MPB,SMART,STK,USD,1,Unknown
MPC,SMART,STK,USD,1,Energy
MPLT,SMART,STK,USD,1,Unknown
MPTI,SMART,STK,USD,1,Unknown
MPWR,SMART,STK,USD,1,Information_Technology
MPX,SMART,STK,USD,1,Unknown
MQ,SMART,STK,USD,1,Unknown
MRAM,SMART,STK,USD,1,Unknown
MRBK,SMART,STK,USD,1,Unknown
MRCC,SMART,STK,USD,1,Unknown
MRCY,SMART,STK,USD,1,Unknown
MRDN,SMART,STK,USD,1,Unknown
MRNA,SMART,STK,USD,1,Healthcare
MRSH,SMART,STK,USD,1,Financials
MRTN,SMART,STK,USD,1,Unknown
MRVI,SMART,STK,USD,1,Unknown
MRVL,SMART,STK,USD,1,Semiconductors
MRX,SMART,STK,USD,1,Unknown
MS,SMART,STK,USD,1,Finance
MSBI,SMART,STK,USD,1,Unknown
MSBIP,SMART,STK,USD,1,Unknown
MSCI,SMART,STK,USD,1,Financials
MSEX,SMART,STK,USD,1,Unknown
MSFT,SMART,STK,USD,1,Technology
MSGE,SMART,STK,USD,1,Unknown
MSI,SMART,STK,USD,1,Information_Technology
MSLE,SMART,STK,USD,1,Unknown
MSTR,SMART,STK,USD,1,Technology
MTB,SMART,STK,USD,1,Financials
MTC,SMART,STK,USD,1,Unknown
MTCH,SMART,STK,USD,1,Communication_Services
MTD,SMART,STK,USD,1,Health_Care
MTH,SMART,STK,USD,1,Unknown
MTLS,SMART,STK,USD,1,Unknown
MTRN,SMART,STK,USD,1,Unknown
MTRX,SMART,STK,USD,1,Unknown
MTSI,SMART,STK,USD,1,Unknown
MTUS,SMART,STK,USD,1,Unknown
MTW,SMART,STK,USD,1,Unknown
MTX,SMART,STK,USD,1,Unknown
MU,SMART,STK,USD,1,Semiconductors
MUR,SMART,STK,USD,1,Unknown
MVBF,SMART,STK,USD,1,Unknown
MVIS,SMART,STK,USD,1,Unknown
MVST,SMART,STK,USD,1,Unknown
MWA,SMART,STK,USD,1,Unknown
MWH,SMART,STK,USD,1,Unknown
MXCT,SMART,STK,USD,1,Unknown
MXL,SMART,STK,USD,1,Unknown
MYE,SMART,STK,USD,1,Unknown
